Ref,x1,y1,x2,y2,Angular Connectivity,Axial Line Ref,Connectivity,NACH,NAIN,Segment Length,T1024 Choice,T1024 Integration,T1024 Node Count,T1024 Total Depth
58469,632606.938866,4834877.91983,632662.592348,4834934.23021,4.2323108,-1,6,0.89804316,1.097734,79.171768,154761,8318.9482,70707,600974.94
58470,632490.779048,4834838.18606,632579.633973,4834908.77667,6.0414109,-1,7,0.9935208,1.1077105,113.4823,546401,8394.5547,70707,595562.25
58471,632456.848034,4834813.64383,632490.779048,4834838.18606,3.082005,-1,5,0.97535527,1.0738271,41.876423,442350,8137.7764,70707,614354.56
58472,632490.779048,4834838.18606,632545.714569,4834844.75557,2.3502929,-1,4,0.91578609,1.1109743,55.326935,193833,8419.2881,70707,593812.62
58473,632545.714569,4834844.75557,632606.938866,4834877.91983,2.4598246,-1,4,0.90145433,1.1014951,69.629616,161449,8347.4531,70707,598922.81
58474,649353.796135,4850882.14593,649387.104023,4850779.0363,2.0280998,-1,4,1.1980095,1.0648021,108.35594,8689098,8069.3813,70707,619561.75
58475,637733.49954,4843648.67664,637816.869108,4843387.16222,2.9999948,-1,5,1.2964007,1.1927454,274.48184,27859926,9038.9766,70707,553102.44
58476,645691.868021,4850336.37802,645830.275987,4850389.3729,2.0326278,-1,4,0.91893262,0.96533132,148.20668,229972,7315.5601,70707,683403.56
58477,645917.687569,4850429.36664,646000.132136,4850479.26257,3.1606002,-1,5,1.0015489,0.97637886,96.367577,689868,7399.2822,70707,675670.94
58478,646035.950002,4850371.23484,646142.366032,4850054.45057,2.1700118,-1,4,1.0952426,1.0777947,334.18057,2177565,8167.8428,70707,612093.06
58479,646000.132136,4850479.26257,646035.950002,4850371.23484,3.0852451,-1,5,1.0981644,1.077795,113.81085,2264014,8167.8462,70707,612092.81
58480,646081.560545,4850504.93623,646217.235677,4850518.23548,3.0980892,-1,5,1.0388359,0.9547534,136.32539,1164783,7235.3979,70707,690975.12
58481,646000.132136,4850479.26257,646081.560545,4850504.93623,3.2171676,-1,5,1.0511301,0.96739668,85.379875,1355284,7331.2124,70707,681944.5
58482,646217.235677,4850518.23548,646298.033794,4850525.65857,3.106158,-1,5,1.0293634,0.95475531,81.13839,1025486,7235.4121,70707,690973.75
58483,646298.033794,4850525.65857,646306.51434,4850438.88189,3.1125627,-1,4,0.89235812,0.866557,87.190086,177196,6567.0181,70707,761301.38
58484,646217.235677,4850518.23548,646225.101668,4850436.94834,3.1522098,-1,5,0.8748529,0.89751035,81.66684,135569,6801.5918,70707,735045.56
58485,646298.033794,4850525.65857,646493.783212,4850586.96625,2.1591969,-1,4,0.99935097,0.94208395,205.12549,694179,7139.3848,70707,700267.62
58486,646493.783212,4850586.96625,646565.804277,4850593.62021,2.1427147,-1,4,1.0010321,0.93446392,72.327789,715861,7081.6377,70707,705977.94
58487,646467.056924,4850663.39708,646493.783212,4850586.96625,2.8908288,-1,4,0.90853798,0.86047995,80.968925,222021,6520.9639,70707,766678
58488,646299.243687,4850608.77642,646467.056924,4850663.39708,2.9411187,-1,3,0.78440535,0.78887582,176.47861,44209,5978.3262,70707,836267.5
58489,646268.125454,4850670.22182,646299.243687,4850608.77642,1.6162789,-1,2,0.21476337,0.73301208,68.875847,18,5554.9736,70707,900000.62
58490,646268.125454,4850670.22182,646280.839991,4850686.83022,1.7716001,-1,3,0.3031162,0.76421297,20.91646,62,5791.4238,70707,863255.75
58491,646280.839991,4850686.83022,646435.992258,4850737.28097,2.2734544,-1,3,0.78511441,0.78891033,163.14871,44637,5978.5879,70707,836230.88
58492,646435.992258,4850737.28097,646467.056924,4850663.39708,2.0390491,-1,3,0.84093434,0.85739225,80.14888,89101,6497.5649,70707,769439
58493,646262.357968,4850315.82804,646333.580416,4850280.34743,2.3056803,-1,4,0.94962811,0.94577664,79.570793,354172,7167.3687,70707,697533.5
58494,646185.29763,4850277.64907,646262.357968,4850315.82804,2.5614543,-1,3,0.79182619,0.89356089,85.999588,44321,6771.6621,70707,738294.38
58495,646136.990595,4850414.797,646185.29763,4850277.64907,1.607463,-1,2,0,0.80993927,145.40675,0,6137.9512,70707,814519.31
58496,646136.990595,4850414.797,646144.065487,4850427.92777,1.1450202,-1,2,0,0.79106677,14.915468,0,5994.9302,70707,833951.31
58497,646144.065487,4850427.92777,646225.101668,4850436.94834,2.4862418,-1,3,0.78787571,0.83445281,81.536697,44345,6323.7227,70707,790591.25
58498,646225.101668,4850436.94834,646262.357968,4850315.82804,2.4220874,-1,4,0.91683292,0.90551341,126.72079,237080,6862.2417,70707,728549.06
58499,646741.001795,4850615.66978,646817.992361,4850640.21098,2.9945066,-1,4,1.0331354,0.94930297,80.807281,1085240,7194.0928,70707,694942.38
58500,646703.324993,4850602.77145,646741.001795,4850615.66978,1.5973821,-1,4,1.0223681,0.94846284,39.823467,939759,7187.7261,70707,695557.94
58501,646643.086629,4850652.82684,646645.976462,4850595.08026,2.1700573,-1,3,0.8098076,0.85156822,57.818848,58757,6453.4287,70707,774701.38
58502,646607.268579,4850761.95987,646643.086629,4850652.82684,1.1035814,-1,2,0.67891842,0.838714,114.86057,10062,6356.0151,70707,786574.56
58503,646607.268579,4850761.95987,646667.9557,4850789.17395,2.2502203,-1,3,0.19864842,0.79229897,66.509644,14,6004.2681,70707,832654.38
58504,646667.9557,4850789.17395,646681.900244,4850786.69836,1.7398548,-1,3,0.65282023,0.81211776,14.162586,7210,6154.4604,70707,812334.38
58505,646681.900244,4850786.69836,646741.001795,4850615.66978,2.6627946,-1,3,0.80405456,0.86285603,180.95239,53775,6538.9712,70707,764566.75
58506,646642.202523,4850866.42954,646667.9557,4850789.17395,3.5948851,-1,5,0.78574497,0.85303599,81.434959,42341,6464.5518,70707,773368.38
58507,646500.212084,4851018.96359,646521.880366,4850954.36753,1.0034221,-1,2,0,0.85440469,68.133438,0,6474.9238,70707,772129.5
58508,646456.577595,4850818.07171,646465.265394,4850863.11155,1.7491215,-1,3,0.78736567,0.78497982,45.870094,46210,5948.8008,70707,840418.06
58509,646449.895903,4850928.97591,646465.265394,4850863.11155,1.1973116,-1,2,0.55363673,0.76782447,67.633827,1928,5818.7925,70707,859195.38
58510,646449.895903,4850928.97591,646521.880366,4850954.36753,2.9167924,-1,3,0.33065659,0.78461128,76.331497,90,5946.0078,70707,840812.81
58511,646204.967039,4850604.10838,646217.235677,4850518.23548,3.1347854,-1,5,0.83225453,0.89556199,86.744881,76392,6786.8267,70707,736644.69
58512,645947.484722,4850636.54113,646000.132136,4850479.26257,2.8538604,-1,5,1.1409645,1.0778003,165.85625,4004544,8167.8848,70707,612089.88
58513,646004.12425,4850655.36779,646077.503906,4850667.73105,2.1234641,-1,4,1.0436022,0.95667791,74.413872,1239267,7249.9819,70707,689585.12
58514,645947.484722,4850636.54113,646004.12425,4850655.36779,3.0424483,-1,4,1.0789444,0.96632808,59.686508,1971565,7323.1138,70707,682698.62
58515,646248.801499,4850761.71954,646280.839991,4850686.83022,3.7501554,-1,5,0.3626942,0.76769263,81.454742,141,5817.7935,70707,859342.94
58516,646181.963891,4850677.9083,646204.967039,4850604.10838,2.416297,-1,4,0.71651685,0.88982981,77.301834,16068,6743.3867,70707,741390.06
58517,646077.503906,4850667.73105,646181.963891,4850677.9083,2.6287615,-1,4,1.0330876,0.95249283,104.95458,1080790,7218.2661,70707,692615.06
58518,646195.465957,4850731.13233,646248.801499,4850761.71954,3.3015628,-1,5,0.99559128,0.84204501,61.483799,737963,6381.2583,70707,783463
58519,646141.541813,4850762.51483,646195.465957,4850731.13233,2.0855112,-1,3,0.7867012,0.81861919,62.3913,44306,6203.7305,70707,805882.81
58520,646132.612914,4850845.05483,646141.541813,4850762.51483,1.5308521,-1,2,0,0.77809048,83.021545,0,5896.5918,70707,847859.25
58521,646132.612914,4850845.05483,646207.254653,4850860.95443,1.8161819,-1,2,0.16012041,0.72414327,76.31636,8,5487.7637,70707,911023.19
58522,646207.254653,4850860.95443,646248.801499,4850761.71954,2.7570028,-1,4,0.78373253,0.7774052,107.58115,44311,5891.3984,70707,848606.62
58523,646181.963891,4850677.9083,646195.465957,4850731.13233,2.4635048,-1,4,1.0170058,0.88240939,54.90995,940961,6687.1523,70707,747624.62
58524,646287.492386,4850886.60362,646322.14542,4850785.8516,3.0822439,-1,4,0.7832967,0.7637682,106.54485,44663,5788.0527,70707,863758.5
58525,645932.559219,4850323.58563,646035.950002,4850371.23484,2.9424324,-1,3,0.78149468,0.97065473,113.84244,36132,7355.9028,70707,679655.5
58526,645932.559219,4850323.58563,646039.439153,4850026.50718,1.8938408,-1,2,0,0.88526815,315.7197,0,6708.8169,70707,745210.38
58527,646039.439153,4850026.50718,646142.366032,4850054.45057,3.0102615,-1,3,0.67025822,0.96589732,106.65259,8138,7319.8496,70707,683003.06
58528,646065.610592,4850582.4704,646081.560545,4850504.93623,2.8988595,-1,3,0.73509735,0.88206661,79.157738,20789,6684.5542,70707,747915.19
58529,646065.610592,4850582.4704,646204.967039,4850604.10838,3.1331091,-1,3,0,0.81855464,141.02632,0,6203.2417,70707,805946.38
58530,646248.801499,4850761.71954,646322.14542,4850785.8516,3.147521,-1,5,0.96482092,0.83242244,77.21196,491461,6308.3359,70707,792519.62
58531,646398.858204,4850811.75243,646456.577595,4850818.07171,2.3026922,-1,4,0.71983451,0.82219726,58.064289,17789,6230.8462,70707,802375.75
58532,646363.632479,4850904.09559,646398.858204,4850811.75243,2.7738862,-1,3,0.85231596,0.76262677,98.833755,114877,5779.4028,70707,865051.25
58533,646287.492386,4850886.60362,646363.632479,4850904.09559,2.9219356,-1,3,0.079943918,0.70983225,78.123512,2,5379.3101,70707,929390.5
58534,646322.14542,4850785.8516,646398.858204,4850811.75243,2.1639118,-1,4,0.92583084,0.83213472,80.9673,289484,6306.1558,70707,792793.62
58535,646579.479804,4851046.21045,646642.202523,4850866.42954,2.0426104,-1,3,0,0.85478622,190.40828,0,6477.8149,70707,771784.88
58536,646521.880366,4850954.36753,646561.140114,4850844.94588,1.9554665,-1,3,0.88278764,0.85532165,116.25156,157459,6481.8726,70707,771301.75
58537,646561.140114,4850844.94588,646642.202523,4850866.42954,2.9882324,-1,4,0.92942804,0.93640941,83.86097,272390,7096.3813,70707,704511.19
58538,646712.14322,4850948.18992,646971.896601,4851035.26399,2.9796605,-1,3,0.42264611,0.9379214,273.95932,295,7107.8398,70707,703375.44
58539,646971.896601,4851035.26399,647041.317289,4850846.09762,1.9934344,-1,3,0.49377707,1.0368894,201.50223,733,7857.8511,70707,636240.12
58540,646712.14322,4850948.18992,646730.224472,4850894.82817,2.0170546,-1,4,0.89666945,1.0431106,56.341888,159074,7904.9966,70707,632445.56
58541,646651.420946,4851125.25278,646712.14322,4850948.18992,0.99792784,-1,2,0,1.0431108,187.18561,0,7904.998,70707,632445.44
58542,645459.563116,4846600.03746,645650.272899,4846664.5608,2.9476814,-1,4,0.96648502,0.95925051,201.32928,438310,7269.478,70707,687735.75
58543,645384.953699,4846821.77211,645459.563116,4846600.03746,2.0058558,-1,4,1.1932737,1.068405,233.95047,8124452,8096.6851,70707,617472.44
58544,645459.563116,4846600.03746,645470.180323,4846567.79197,1.9842229,-1,4,1.188975,1.0682023,33.948437,7673615,8095.1489,70707,617589.62
58545,645254.299955,4846490.05735,645470.180323,4846567.79197,4.062964,-1,5,0.89177042,0.9591735,229.44936,160572,7268.895,70707,687790.94
58546,645518.90133,4846421.99727,645535.076978,4846372.53392,3.0068183,-1,5,1.1864728,1.0680176,52.041084,7423344,8093.75,70707,617696.38
58547,645470.180323,4846567.79197,645518.90133,4846421.99727,2.0300021,-1,4,1.1874694,1.0682018,153.71999,7521099,8095.1445,70707,617589.94
58548,641597.901377,4849928.56954,641841.438928,4850011.14025,3.1721575,-1,5,1.0027754,1.0387197,257.15454,659116,7871.7202,70707,635119.12
58549,641984.274126,4850057.27539,642072.085659,4850085.57661,2.869988,-1,5,1.112841,1.0346051,92.259544,2881216,7840.5386,70707,637644.94
58550,641916.779948,4850269.62695,641984.274126,4850057.27539,3.9957006,-1,5,0.81481606,0.93550605,222.81976,58249,7089.5347,70707,705191.5
58551,641962.51024,4850050.35328,641984.274126,4850057.27539,2.0123665,-1,4,1.1182348,1.0346051,22.838177,3096594,7840.5386,70707,637644.94
58552,641962.51024,4850050.35328,642022.088566,4849869.6176,2.9614522,-1,3,0.53487122,0.93167645,190.30231,1345,7060.5137,70707,708090.12
58553,642022.088566,4849869.6176,642134.521744,4849898.63699,2.9788847,-1,3,0.30397511,0.93259799,116.11781,59,7067.4971,70707,707390.44
58554,641841.438928,4850011.14025,641962.51024,4850050.35328,3.0448787,-1,5,1.1218194,1.0346051,127.26321,3248562,7840.5391,70707,637644.94
58555,641478.052811,4850031.65569,641543.290272,4850062.96812,3.4463837,-1,4,0.87796789,0.97517246,72.362938,131459,7390.1401,70707,676506.81
58556,641562.349381,4849988.01959,641597.901377,4849928.56954,1.8499814,-1,3,0.94766003,1.0373886,69.269424,315982,7861.6323,70707,635934.06
58557,641543.290272,4850062.96812,641562.349381,4849988.01959,1.3921238,-1,3,0.96057707,1.0548838,77.3339,369529,7994.2178,70707,625387
58558,641536.83329,4850115.85268,641543.290272,4850062.96812,1.7696595,-1,4,0.997428,1.0633428,53.277287,599491,8058.3223,70707,620412
58559,641506.09177,4850269.22675,641528.170047,4850183.3623,3.1670234,-1,5,1.0685011,1.0731028,88.657509,1531959,8132.2871,70707,614769.25
58560,641472.305454,4850166.57072,641528.170047,4850183.3623,3.9578872,-1,5,0.84810412,0.96514583,58.333611,88814,7314.1548,70707,683534.88
58561,641574.208409,4850127.04513,641635.721202,4850147.83298,2.0425959,-1,4,0.89008397,0.94394636,64.930412,159225,7153.4985,70707,698886
58562,641536.83329,4850115.85268,641574.208409,4850127.04513,3.0597095,-1,4,0.95139968,0.94581485,39.015003,362702,7167.6582,70707,697505.31
58563,641574.208409,4850127.04513,641593.44901,4850043.35196,2.9912462,-1,3,0.78917575,0.85538352,85.876343,44261,6482.3418,70707,771245.94
58564,641593.44901,4850043.35196,641653.510748,4850058.50591,1.9812901,-1,2,0,0.78278226,61.943962,0,5932.1475,70707,842777.44
58565,641635.721202,4850147.83298,641653.510748,4850058.50591,2.9661582,-1,3,0.051112812,0.85081333,91.081245,1,6447.7075,70707,775388.75
58566,641528.170047,4850183.3623,641536.83329,4850115.85268,3.1768198,-1,5,1.0418091,1.0637702,68.06321,1083145,8061.561,70707,620162.75
58567,641472.305454,4850166.57072,641476.203721,4850130.8186,1.9059722,-1,3,0.79116416,0.88442218,35.964012,44285,6702.4058,70707,745923.19
58568,641422.626115,4850115.47612,641476.203721,4850130.8186,1.8685838,-1,2,0.28757751,0.81561863,55.731064,49,6180.9917,70707,808847.56
58569,641394.811584,4850200.82605,641422.626115,4850115.47612,2.0612292,-1,3,0.32471213,0.87475795,89.767799,80,6629.1675,70707,754164.06
58570,641385.788788,4850230.39665,641394.811584,4850200.82605,1.9617691,-1,4,0.83876771,0.87573326,30.916517,85000,6636.5581,70707,753324.19
58571,641326.114011,4850169.4469,641394.811584,4850200.82605,2.9937644,-1,4,0.78978962,0.95638651,75.524879,40865,7247.7734,70707,689795.25
58572,641385.788788,4850230.39665,641445.46272,4850249.06696,4.0691924,-1,5,0.85103679,0.96594638,62.526463,92318,7320.2212,70707,682968.38
58573,641361.539563,4850331.3658,641385.788788,4850230.39665,2.0922027,-1,3,0.30950472,0.87189877,103.84023,65,6607.4995,70707,756637.19
58574,641361.539563,4850331.3658,641411.86202,4850342.55788,1.930402,-1,2,0.2611689,0.80762923,51.552036,34,6120.4453,70707,816849.06
58575,641411.86202,4850342.55788,641445.46272,4850249.06696,2.9503782,-1,4,0.79066116,0.87727267,99.345657,44268,6648.2241,70707,752002.25
58576,641445.46272,4850249.06696,641472.305454,4850166.57072,3.1248038,-1,5,0.38618857,0.87631261,86.753456,185,6640.9487,70707,752826.12
58577,641445.46272,4850249.06696,641506.09177,4850269.22675,4.0258121,-1,5,0.93071121,0.96672791,63.892868,269039,7326.144,70707,682416.25
58578,641528.170047,4850183.3623,641613.887358,4850210.60795,2.8739314,-1,4,0.8669287,0.95948166,89.943222,114957,7271.23,70707,687570.06
58579,641599.017417,4850277.73257,641613.887358,4850210.60795,0.942864,-1,1,0,0.87479496,68.751938,0,6629.4478,70707,754132.19
58580,641779.314516,4850227.954,641841.438928,4850011.14025,3.0268178,-1,5,1.2637119,1.1608487,225.53856,18712472,8797.2529,70707,568300.12
58581,641779.314516,4850227.954,641916.779948,4850269.62695,3.9976287,-1,5,0.86287946,1.0338244,143.64323,102078,7834.623,70707,638126.44
58582,641737.605182,4850366.01929,641779.314516,4850227.954,2.0358381,-1,4,1.2632645,1.1608645,144.22792,18601554,8797.373,70707,568292.38
58583,641737.605182,4850366.01929,641873.631362,4850407.64071,2.9740124,-1,4,0.90915704,1.0361791,142.2514,189092,7852.4668,70707,636676.31
58584,641695.345513,4850486.27319,641737.605182,4850366.01929,3.1318958,-1,5,1.2636745,1.1610374,127.46326,18699356,8798.6836,70707,568207.75
58585,638891.195122,4851476.46314,638964.436845,4851487.79674,1.4706699,-1,3,0.77615082,0.84579617,74.113434,37423,6409.686,70707,779988.25
58586,638964.436845,4851487.79674,639059.779802,4851562.46514,2.3259125,-1,3,0.600685,0.82690263,121.10181,3508,6266.5049,70707,797809.94
58587,639059.779802,4851562.46514,639117.377731,4851497.18071,2.3129733,-1,4,0.90470105,0.87136722,87.060776,208389,6603.4712,70707,757098.75
58588,638891.195122,4851476.46314,638908.760644,4851400.77613,2.9476686,-1,3,0.11795685,0.7829144,77.698586,4,5933.1489,70707,842635.19
58589,638908.760644,4851400.77613,638984.784231,4851400.15998,1.2569728,-1,2,0.73911542,0.81321877,76.026085,23309,6162.8047,70707,811234.5
58590,638984.784231,4851400.15998,639117.377731,4851497.18071,2.1158359,-1,3,0.83457714,0.84306526,164.29869,82903,6388.9902,70707,782514.88
58591,638898.797446,4851570.61011,638932.86114,4851574.23087,1.3268696,-1,3,0.77875084,0.8437469,34.255585,38840,6394.1562,70707,781882.69
58592,638932.86114,4851574.23087,639002.213089,4851627.5721,2.3231862,-1,3,0.63648212,0.82409108,87.492744,5719,6245.1982,70707,800531.81
58593,638893.456362,4851761.5329,639002.213089,4851627.5721,1.8098744,-1,3,0.84485626,0.86946374,172.55006,92862,6589.0459,70707,758756.25
58594,638672.366287,4851689.51351,638893.456362,4851761.5329,1.9993302,-1,2,0.79269987,0.81156594,232.52444,48403,6150.2788,70707,812886.69
58595,638672.366287,4851689.51351,638737.839529,4851608.69341,2.0159991,-1,2,0.60384679,0.73288614,104.01266,3939,5554.0195,70707,900155.25
58596,638737.839529,4851608.69341,638865.966379,4851654.02216,1.7607732,-1,2,0,0.72439533,135.90874,0,5489.6738,70707,910706.19
58597,638865.966379,4851654.02216,638898.797446,4851570.61011,2.8295608,-1,3,0.77756333,0.78209245,89.640671,40542,5926.9199,70707,843520.75
58598,639002.213089,4851627.5721,639059.779802,4851562.46514,2.0219095,-1,4,0.88145822,0.87136686,86.907089,152134,6603.4688,70707,757099.06
58599,639176.504075,4851472.87498,639192.735221,4851554.27917,4.052259,-1,6,0.994398,0.99480498,83.006584,615183,7538.9209,70707,663155.88
58600,639090.665475,4851356.08272,639146.51534,4851406.10388,1.3230498,-1,3,0.97502643,0.99381286,74.975494,474955,7531.4023,70707,663817.94
58601,639146.51534,4851406.10388,639176.504075,4851472.87498,1.4301604,-1,3,0.97383785,0.99059516,73.196335,468926,7507.0176,70707,665974.19
58602,639117.377731,4851497.18071,639176.504075,4851472.87498,3.0853629,-1,4,0.95392686,0.89553326,63.927246,395320,6786.6089,70707,736668.31
58603,640258.080389,4845217.4544,640284.332702,4845342.12536,1.5954117,-1,4,0.87859386,0.9649455,127.40499,133802,7312.6362,70707,683676.81
58604,640258.080389,4845217.4544,640346.602642,4845186.23404,3.0241671,-1,4,0.33084068,0.90564704,93.866394,86,6863.2549,70707,728441.56
58605,640236.736204,4845115.11459,640258.080389,4845217.4544,2.0717754,-1,4,0.84838867,0.96494347,104.54192,89170,7312.6211,70707,683678.25
58606,640236.736204,4845115.11459,640387.068594,4845072.24714,2.8465261,-1,3,0.21363881,0.87837309,156.32481,17,6656.564,70707,751060.12
58607,640387.068594,4845072.24714,640429.532147,4845138.73174,2.8646107,-1,4,0.22062443,0.83622015,78.888245,19,6337.1157,70707,788920.38
58608,640208.344982,4844934.69331,640236.736204,4845115.11459,2.3173542,-1,3,0.33317304,0.96183521,182.64145,87,7289.0654,70707,685887.62
58609,640208.344982,4844934.69331,640298.816956,4844950.33392,2.0756571,-1,3,0.31650767,1.0222254,91.81398,68,7746.7217,70707,645367.19
58610,639848.734806,4845170.19996,639964.86003,4844812.26663,3.1154709,-1,5,1.3441374,1.2141963,376.29953,51134992,9201.5381,70707,543330.88
58611,639768.734696,4845107.74124,639816.40922,4844960.59073,2.2612698,-1,4,0.87888652,0.96515089,154.68074,134304,7314.1929,70707,683531.31
58612,640161.945664,4844751.57575,640291.137908,4844705.16906,2.3465924,-1,4,0.8186878,1.0314803,137.27425,56651,7816.8584,70707,639576.62
58613,640291.137908,4844705.16906,640428.88198,4844733.66477,1.1020595,-1,2,0.70339572,0.99404466,140.66071,12448,7533.1587,70707,663663.12
58614,640428.88198,4844733.66477,640468.12943,4844675.3674,2.5387034,-1,3,0.59699041,0.94733173,70.277634,3076,7179.1538,70707,696388.44
58615,640161.945664,4844751.57575,640164.500117,4844812.87418,2.002816,-1,3,0,0.93035716,61.351635,0,7050.5151,70707,709094.25
58616,639987.674869,4844746.67411,640071.897973,4844768.45615,2.2652969,-1,3,0.97091752,1.0763472,86.994186,415997,8156.874,70707,612916.19
58617,640071.897973,4844768.45615,640161.945664,4844751.57575,2.4850388,-1,4,0.94465649,1.0430502,91.616234,301994,7904.5376,70707,632482.25
58618,640147.13394,4844680.55742,640161.945664,4844751.57575,2.7991741,-1,4,0.7951206,0.93768966,72.546471,44596,7106.083,70707,703549.31
58619,640147.13394,4844680.55742,640199.583424,4844621.50104,1.2778488,-1,2,0.59799594,0.88703918,78.98484,3243,6722.2383,70707,743722.5
58620,640199.583424,4844621.50104,640254.915585,4844634.50511,0.91807568,-1,2,0.64018041,0.92348999,56.839722,5591,6998.4736,70707,714367.19
58621,640254.915585,4844634.50511,640319.520031,4844625.67285,0.53998232,-1,2,0.80508119,0.94485182,65.205391,50685,7160.3599,70707,698216.25
58622,640319.520031,4844625.67285,640388.428795,4844650.48593,1.3007982,-1,3,0.85456145,0.97492838,73.240059,96032,7388.29,70707,676676.19
58623,640388.428795,4844650.48593,640423.270001,4844567.54128,3.1938775,-1,4,0.68300194,0.93675959,89.965126,9862,7099.0352,70707,704247.81
58624,640388.428795,4844650.48593,640468.12943,4844675.3674,2.4864457,-1,4,0.88874274,0.97765243,83.494186,151576,7408.9331,70707,674790.75
58625,640468.12943,4844675.3674,640492.110409,4844674.56449,1.6388396,-1,4,0.92274749,0.99980378,23.994417,234354,7576.8032,70707,659840.25
58626,640492.110409,4844674.56449,640557.136604,4844664.97779,1.583692,-1,3,0.96180362,1.0073007,65.729073,392679,7633.6172,70707,654929.31
58627,640557.136604,4844664.97779,640651.687853,4844679.6931,1.50787,-1,3,0.98237723,1.0284108,95.689491,506815,7793.5962,70707,641485.62
58628,640492.110409,4844674.56449,640529.795523,4844573.46945,2.0718777,-1,2,0,0.88202155,107.89056,0,6684.2134,70707,747953.38
58629,639077.146858,4847828.47735,639404.538233,4847936.72443,2.0803549,-1,4,1.0441587,1.0864903,344.82248,1093235,8233.7412,70707,607194.19
58630,639404.538233,4847936.72443,639572.824404,4848024.69256,0.17094903,-1,2,1.0369892,1.0753067,189.8911,1004407,8148.9878,70707,613509.31
58631,639572.824404,4848024.69256,639849.292824,4848133.67259,2.117687,-1,4,1.0304235,1.0704936,297.17239,924520,8112.5132,70707,616267.69
58632,638440.020831,4839166.64322,638487.566672,4839017.63399,4.0304413,-1,4,0.92465603,1.0495033,156.41086,229878,7953.4424,70707,628593.19
58633,638487.566672,4839017.63399,638524.064358,4839029.62031,1.0061165,-1,2,0,0.94302022,38.415527,0,7146.4795,70707,699572.38
58634,638397.872001,4838988.06178,638487.566672,4839017.63399,0.99462205,-1,2,0,0.94413841,94.443893,0,7154.9536,70707,698743.81
58635,639319.35438,4848875.76593,639361.413233,4848893.33466,1.4952244,-1,3,0.7501027,0.84437591,45.580776,26315,6398.9224,70707,781300.25
58636,639361.413233,4848893.33466,639408.224425,4848969.97032,2.0193455,-1,3,0.50052804,0.81713969,89.801521,904,6192.5181,70707,807341.94
58637,639252.867878,4849092.90175,639319.35438,4848875.76593,3.0375814,-1,4,0.88408267,0.93314052,227.08681,148374,7071.6084,70707,706979.19
58638,639170.7408,4848890.99797,639189.865709,4848829.50743,2.245388,-1,4,0.86360502,0.92862618,64.396034,113082,7037.3975,70707,710416
58639,638832.995139,4848816.74125,638877.869232,4848702.77365,1.9579587,-1,3,0.79541469,0.9711923,122.48387,43540,7359.9771,70707,679279.31
58640,638877.869232,4848702.77365,639188.061548,4848804.77831,1.714839,-1,2,0.23802425,0.88360131,326.53366,24,6696.1855,70707,746616.12
58641,639188.061548,4848804.77831,639189.865709,4848829.50743,1.724914,-1,3,0.50266272,0.90712547,24.79484,883,6874.458,70707,727254.38
58642,638734.696672,4839887.75295,638763.635592,4839798.30583,2.0230703,-1,4,0.8594228,1.0375638,94.011955,97167,7862.9604,70707,635826.62
58643,638595.442547,4839842.74146,638734.696672,4839887.75295,4.0369964,-1,4,0,0.94557565,146.34804,0,7165.8457,70707,697681.75
58644,638595.442547,4839842.74146,638608.688614,4839800.68604,2.0172191,-1,4,0.89303935,1.0516602,44.092133,150444,7969.7876,70707,627304.06
58645,638564.604825,4839952.39911,638595.442547,4839842.74146,2.0255208,-1,3,0.75874233,1.0493504,113.91122,25090,7952.2837,70707,628684.81
58646,638564.604825,4839952.39911,638697.141573,4839993.91179,1.958056,-1,2,0.21481168,0.94571531,138.88589,17,7166.9038,70707,697578.75
58647,638697.141573,4839993.91179,638734.696672,4839887.75295,2.0114753,-1,3,0.73786223,1.0357649,112.60588,19169,7849.3281,70707,636930.94
58648,638417.973334,4839731.80938,638426.898995,4839759.45949,4.8978062,-1,4,0.79294169,1.0599509,29.055048,39296,8032.6177,70707,622397.38
58649,638417.973334,4839731.80938,638445.983257,4839749.42977,3.5675795,-1,3,0.73866159,0.9521395,33.091293,20618,7215.5884,70707,692872.06
58650,638357.234884,4839660.86686,638372.454527,4839615.36084,1.0187944,-1,2,0,0.91496599,47.9837,0,6933.8765,70707,721022.38
58651,638285.277661,4839588.41528,638319.610739,4839471.83825,2.9980023,-1,3,0.79173505,0.9173525,121.52763,43355,6951.9614,70707,719146.62
58652,638285.277661,4839588.41528,638372.454527,4839615.36084,2.9873292,-1,3,0.051046092,0.83586478,91.246201,1,6334.4233,70707,789255.75
58653,638192.803052,4839566.23835,638333.218393,4839654.90784,2.2191644,-1,4,0.9743731,1.1130295,166.0685,421607,8434.8643,70707,592716.12
58654,638333.218393,4839654.90784,638426.898995,4839759.45949,3.7938066,-1,4,0.96832126,1.1084138,140.38199,390588,8399.8848,70707,595184.38
58655,638165.196729,4839648.42375,638276.207528,4839696.50248,3.2412663,-1,6,0.96921235,1.0114108,120.97504,431931,7664.7651,70707,652267.81
58656,638276.207528,4839696.50248,638282.305944,4839680.64629,3.0442874,-1,3,0,0.91006529,16.988506,0,6896.7373,70707,724905.06
58657,638276.207528,4839696.50248,638332.184322,4839727.54355,4.0560002,-1,5,0.90245259,1.0050222,64.007416,177716,7616.3501,70707,656414.12
58658,638332.184322,4839727.54355,638340.777973,4839714.7833,3.5269222,-1,3,0,0.91214615,15.384245,0,6912.5063,70707,723251.38
