segment_id,T1024 Choice,T1024 Integration,T1024 Node Count,T1024 Total Depth,Angular Connectivity,Connectivity,Segment Length,nain,nach,integrated,length_penalty,NAIN_adjusted,NACH_adjusted
423,1015,119.72907,972,7891.0156,2.1950562,3,48.683025,0.487479724,0.771532924,829.0774023,0.998922584,0.486954506,0.770701662
424,0,141.37512,972,6682.8164,1.269809,2,16.098446,0.575585751,0,97.99376583,0.999800798,0.575471093,0
425,3395,138.85762,972,6803.9766,2.8298039,4,48.265816,0.565339156,0.921213102,1129.002426,0.99893653,0.564737935,0.92023342
426,5180,158.64319,972,5955.4023,2.2256558,3,34.388592,0.645866247,0.983916783,1356.866695,0.999364007,0.645455481,0.98329102
427,4570,150.26413,972,6287.4883,4.6418023,6,33.77129,0.611764405,0.96349443,1266.381914,0.999381276,0.611385892,0.962898293
428,11353,155.42287,972,6078.7969,2.4342456,3,37.217655,0.632760004,1.071647645,1451.247597,0.999282869,0.632306232,1.070879133
429,11273,154.20471,972,6126.8164,4.1323676,6,25.601431,0.627802306,1.069870425,1438.782862,0.999594204,0.627547546,1.069436276
430,2076,126.29239,972,7480.9258,1.1898056,3,23.793383,0.514195272,0.856305015,964.767922,0.999637152,0.514008697,0.855994306
431,2839,141.94804,972,6655.8438,1.8080297,3,37.080761,0.577917594,0.903206413,1128.758235,0.999286869,0.577505463,0.902562309
432,1593,128.30855,972,7363.375,2.400275,3,16.289993,0.522401788,0.828103989,946.2279557,0.999797131,0.522295809,0.827935992
433,924,115.48807,972,8180.793,1.3441545,2,29.319185,0.470216596,0.758031209,788.8844818,0.999501013,0.469981964,0.757652961
434,424,109.45551,972,8631.6719,0.95925444,2,33.285454,0.44566033,0.667740034,662.6917464,0.999394755,0.445390597,0.667335888
435,178,107.47942,972,8790.3711,1.3752556,2,30.761486,0.437616318,0.571187695,558.1359904,0.999463166,0.437381391,0.570881062
436,413,118.64622,972,7963.0352,1.6004,3,16.970537,0.483071948,0.670812063,715.2324595,0.999783924,0.482967568,0.670667117
437,1689,135.30666,972,6982.5391,3.1225851,5,44.331299,0.550886037,0.839677115,1005.744599,0.999065032,0.550370977,0.838892044
438,0,263.13724,972,3590.4609,2.997066,4,96.068405,1.071044383,0,182.392836,0.996993046,1.067823801,0
439,251,134.90913,972,7003.1133,6.3768129,7,47.437241,0.549268071,0.62447401,746.5047619,0.998964048,0.548699055,0.623827085
440,0,195.46439,972,4833.5352,1.195042,2,182.09183,0.79571028,0,135.4855908,0.99212749,0.789446043,0
441,17937,171.83786,972,5498.1133,1.4937922,3,49.587788,0.699564692,1.13723572,1683.105854,0.998892131,0.698789666,1.135975812
442,19116,179.85689,972,5252.9766,1.4258558,3,55.279072,0.732198326,1.15071716,1773.098571,0.998694218,0.731242235,1.149214575
443,3424,141.8098,972,6662.332,2.0719364,4,18.941118,0.57735495,0.924379004,1154.211046,0.999744152,0.577207235,0.924142504
444,2552,136.84341,972,6904.125,2.9665537,4,45.43998,0.557140954,0.887415205,1073.593483,0.999029382,0.556600183,0.886553864
445,3269,144.37968,972,6543.7461,4.454565,6,65.034035,0.587814591,0.920996926,1168.443242,0.998330725,0.586833367,0.919459529
446,2017,130.01102,972,7266.9531,3.016799,5,38.285049,0.529331393,0.855857597,989.4303565,0.999251422,0.528935147,0.85521692
447,606,122.77159,972,7695.4609,3.4301114,4,28.028845,0.499864191,0.716134698,786.9873624,0.999534081,0.499631295,0.715801038
448,612,124.80672,972,7569.9766,3.3272061,4,50.811977,0.50814804,0.718553467,801.2585094,0.99885048,0.507563914,0.717727475
449,399,144.38857,972,6543.3438,5.2169981,6,28.674042,0.58785072,0.681881762,865.4595191,0.999517641,0.587567165,0.68155285
450,346,144.94226,972,6518.3477,3.3024139,4,33.021461,0.590104277,0.665994965,848.2314534,0.999402038,0.589751418,0.665596726
451,12483,154.54199,972,6113.4453,7.052659,8,51.795219,0.629174963,1.081831437,1457.683816,0.998816657,0.628430433,1.08055126
452,534,116.51672,972,8108.5703,3.6350517,4,34.228989,0.474403763,0.697948463,732.2067005,0.999368487,0.474104171,0.6975077
453,39,125.21087,972,7545.543,4.17103,4,32.622219,0.509793063,0.413129586,464.9795893,0.999412996,0.509493813,0.412887077
454,1549,134.13469,972,7043.5469,3.1750474,4,25.983255,0.546115883,0.829093375,985.4413128,0.999584931,0.545889208,0.828749245
455,1900,138.22081,972,6835.3242,2.1022632,3,39.582428,0.562747203,0.855026111,1043.658513,0.999212598,0.562304094,0.854352862
456,5375,142.8201,972,6615.2031,2.8422046,5,46.831459,0.581466975,0.976370853,1226.80836,0.998984014,0.580876212,0.975378874
457,1193,125.39555,972,7534.4297,2.1063321,3,43.516956,0.51054481,0.7936103,888.5405114,0.999090933,0.51008069,0.792888855
458,1811,130.52383,972,7238.4023,2.2348309,3,37.449127,0.531418685,0.844121212,979.2861268,0.999276087,0.531033984,0.843510142
459,1103,137.10802,972,6890.8008,4.621316,6,35.899174,0.558217941,0.792758054,960.7982451,0.999321087,0.557838959,0.79221984
460,360,132.31227,972,7140.5625,3.8273139,5,17.633965,0.538698131,0.663612794,779.5368197,0.999770785,0.538574653,0.663460685
461,6071,144.64061,972,6531.9414,4.3047366,5,19.549719,0.58887658,0.991636196,1260.052295,0.999731423,0.588718422,0.991369865
462,0,152.35236,972,6201.3086,1.6405001,2,76.438011,0.620263365,0,105.6026088,0.997869675,0.618942002,0
463,5153,139.88939,972,6753.793,2.258491,4,30.447117,0.569538627,0.969293952,1195.735672,0.999471494,0.569237622,0.968781674
464,13732,156.21983,972,6047.7852,5.1490302,7,49.989189,0.636003584,1.094122529,1488.404706,0.998878531,0.635290325,1.092895504
465,15108,162.33173,972,5820.082,1.572736,3,38.299267,0.660877856,1.109977689,1562.136428,0.999251,0.660382858,1.109146315
466,15884,166.05052,972,5689.7383,1.5575444,3,41.098553,0.676012294,1.118675867,1606.23881,0.999166407,0.675448775,1.117743346
467,7215,152.97572,972,6176.0391,3.1608419,4,18.923492,0.622800375,1.01777288,1359.066071,0.999744518,0.622641261,1.017512857
468,6840,145.72972,972,6483.125,2.1489153,4,55.180977,0.593309314,1.006068826,1286.915165,0.998697721,0.59253666,1.004758644
469,14730,155.4985,972,6075.8398,4.0080113,6,41.697777,0.633067865,1.101593485,1492.43997,0.99914791,0.632528434,1.100654828
470,14288,158.86221,972,5947.1914,2.8413444,4,66.599068,0.646757653,1.100799518,1519.884848,0.99826969,0.645638562,1.098894794
471,18233,156.79964,972,6025.4219,3.654264,6,55.621883,0.638363322,1.127156724,1538.376651,0.998681955,0.63752193,1.125671081
472,0,144.78348,972,6525.4961,1.6367708,2,41.233616,0.589458042,0,100.356261,0.999162249,0.588964223,0
473,15312,153.64821,972,6149.0078,4.0274401,6,115.265,0.625537342,1.104524054,1480.634467,0.996043569,0.623062446,1.10015408
474,26942,157.78543,972,5987.7773,2.7299385,4,93.917145,0.642375313,1.172856568,1609.650576,0.997093942,0.640508533,1.169448178
475,27090,157.37721,972,6003.3086,3.0789452,5,125.0693,0.640713962,1.17313716,1606.3482,0.995526163,0.637847512,1.167888735
476,8056,145.98172,972,6471.9336,3.6334777,5,70.19062,0.59433496,1.024910045,1313.020999,0.998126891,0.593221706,1.022990277
477,0,130.68547,972,7229.4492,0.87148464,2,21.971235,0.532076623,0,90.58426507,0.999678783,0.531905711,0
478,0,112.67397,972,8385.1133,2.0627019,2,42.079308,0.458761546,0,78.09964463,0.999136062,0.458365205,0
479,0,135.83922,972,6955.1641,2.3183599,3,40.36795,0.55305366,0,94.15657235,0.999188775,0.552605009,0
480,3266,131.78131,972,7169.332,3.6349809,5,23.171671,0.536537015,0.911426003,1066.365591,0.999651546,0.536350057,0.911108413
481,2254,143.52106,972,6582.8945,4.2066526,5,13.983399,0.584319926,0.878105478,1108.176138,0.999839769,0.5842263,0.877964778
482,3090,123.6651,972,7639.8594,1.3475602,4,43.340599,0.503501159,0.898755869,993.8436544,0.99909651,0.503046251,0.897943853
483,2979,124.50816,972,7588.1289,3.6882024,4,37.30217,0.50693277,0.895345866,996.0670348,0.999280395,0.506567979,0.894701571
484,810,125.24582,972,7543.4375,4.0425138,4,36.977554,0.509935318,0.750184223,839.0844137,0.99928988,0.509573202,0.749651502
485,13588,139.23012,972,6785.7734,3.0021987,4,35.567764,0.566855262,1.078656733,1325.065514,0.999330583,0.566475799,1.077934662
486,15017,140.99371,972,6700.8945,1.7210717,4,95.796745,0.574033362,1.091545995,1355.946568,0.99700585,0.57231462,1.088277743
487,6115,144.0524,972,6558.6133,1.8151309,3,66.7864,0.586482527,0.991998148,1255.967963,0.998262335,0.585463417,0.990274388
488,6681,147.54118,972,6403.5273,1.7191639,3,61.034328,0.600682018,1.004803153,1299.44272,0.998483348,0.599770993,1.003279217
489,9301,132.4722,972,7131.9414,2.6326354,4,65.350266,0.539349127,1.029892098,1210.543179,0.998318451,0.538442185,1.028160284
490,5528,136.07445,972,6943.1406,2.2818947,3,44.977489,0.554011112,0.974205207,1172.681867,0.999044308,0.553481648,0.973274167
491,6437,140.81657,972,6709.3242,2.8815415,4,44.869156,0.573312353,0.995264553,1234.979418,0.999047793,0.572766441,0.994316856
492,7426,136.79961,972,6906.3359,1.5868926,3,39.256454,0.55696265,1.008172324,1219.296555,0.999222414,0.556529563,1.007388383
493,8533,142.16815,972,6645.5391,1.5744586,3,38.478912,0.578813454,1.028363635,1286.896232,0.999245662,0.578376833,1.027587901
494,3919,132.15395,972,7149.1172,2.8239102,4,14.232265,0.5380537,0.932247247,1093.455262,0.999835331,0.537965099,0.932093735
495,0,122.08421,972,7738.7891,2.0100656,2,19.818192,0.497066257,0,84.62232595,0.999725743,0.496929934,0
496,2144,138.57678,972,6817.7656,4.4924841,6,66.259094,0.564196087,0.868954696,1063.072495,0.998283011,0.563227369,0.86746271
497,0,143.18639,972,6598.2812,0.83765268,2,21.821846,0.582957748,0,99.24924252,0.999682121,0.582772438,0
498,3258,143.34311,972,6591.0664,3.0606487,5,56.790916,0.58359568,0.919859474,1159.571576,0.998639848,0.582801901,0.918608325
499,12074,147.55783,972,6402.8047,2.4331427,4,47.848438,0.600749788,1.072325789,1386.892398,0.998950422,0.600119254,1.071200299
500,12438,148.25574,972,6372.6641,1.7137952,3,44.570477,0.603590245,1.076293363,1397.854799,0.999057379,0.603021289,1.075278827
501,0,8.7855101,6,4.0976562,0.57487381,2,24.390528,1.408051587,0,6.089651556,0.999623145,1.407520955,0
502,0,145.15625,972,6508.7383,1.9990225,3,96.762733,0.590975231,0,100.6146454,0.996960237,0.589178806,0
503,0,127.58913,972,7404.8945,2.0009778,3,162.85326,0.519473454,0,88.43804573,0.993344436,0.516016065,0
504,0,125.28572,972,7541.0352,2.0179894,3,348.62836,0.510097721,0,86.84144358,0.979108065,0.499440793,0
505,4752,145.32475,972,6501.1914,4.0237236,6,205.85147,0.591661052,0.964275218,1230.427113,0.990533456,0.586060067,0.955146864
506,4752,125.51823,972,7527.0664,3.9924164,6,497.54065,0.511044114,0.94845464,1062.730426,0.96436104,0.492831034,0.914652703
507,14148,145.39883,972,6497.8789,3.9741938,5,301.185,0.591962578,1.088580158,1389.644942,0.983229181,0.58203488,1.070323778
508,0,111.26508,972,8491.2891,2.0037234,3,91.475891,0.453026504,0,77.1230765,0.99720704,0.451761219,0
509,18792,174.54686,972,5412.7812,1.4522943,3,68.663521,0.710589205,1.144719884,1717.766783,0.998188069,0.709301666,1.142645731
510,17248,168.10635,972,5620.1562,1.1734921,3,762.43738,0.684378899,1.129809694,1639.972832,0.932362159,0.638088988,1.053391806
511,1576,186.23946,972,5072.9531,1.5652306,3,92.503357,0.758171552,0.862991905,1371.451274,0.997159622,0.756018058,0.860540682
512,0,163.30779,972,5785.2969,0.73347002,1,33.261127,0.664850125,0,113.1963342,0.999395428,0.664448175,0
513,4716,186.36545,972,5069.5234,2.176141,4,61.543903,0.758684278,0.991482787,1576.491481,0.998464176,0.757519072,0.989960044
514,0,111.21545,972,8495.0781,2.0108461,3,91.121811,0.452824491,0,77.0886756,0.997223319,0.451567142,0
515,0,125.51809,972,7527.0742,2.0108461,3,88.784187,0.511043585,0,87.00251019,0.997329994,0.509679095,0
516,0,154.14693,972,6129.1133,1.0886608,2,4.8707724,0.627567112,0,106.8465099,0.999970032,0.627548305,0
517,0,135.98807,972,6947.5508,1.9336278,2,5.4623885,0.553659535,0,94.25974731,0.99996383,0.55363951,0
518,0,-1,1,-1,0,0,44.691006,1,0,-0.693147181,0.999053515,0.999053515,0
519,0,178.96828,972,5279.0586,2.0228662,2,11.231564,0.728582157,0,124.0513587,0.999886039,0.728499127,0
520,0,214.35464,972,4407.5742,1.1283056,2,5.4639244,0.872575195,0,148.5793144,0.999963814,0.87254362,0
521,0,15.80789,6,2.2773438,0.52765453,2,175.64853,2.007277153,0,10.95719438,0.992542623,1.99230813,0
522,3,7.2339091,6,4.9765625,3.4927635,4,52.019188,1.230665458,0.667608629,11.64252756,0.998808908,1.229199622,0.666813445
523,3170,215.28824,972,4388.4609,1.9645529,4,54.276325,0.876373838,0.961178162,1735.679105,0.998729871,0.875260729,0.959957341
524,4,8.6211414,6,4.1757812,2.6154237,4,41.380657,1.390239422,0.816678546,15.44701174,0.999157716,1.389068445,0.815990671
525,623,182.10126,972,5188.2344,2.5620563,4,41.037109,0.741331657,0.752350195,1172.322687,0.999168296,0.740715088,0.751724462
526,6,164.29665,972,5750.4766,1.278984,2,28.575001,0.668874528,0.22476428,341.6452792,0.999520177,0.668553586,0.224656433
527,4,158.62061,972,5956.25,1.3268633,2,27.903242,0.645774358,0.18514822,284.20998,0.99953726,0.645475532,0.185062544
528,617,176.43681,972,5354.8008,2.6489129,3,40.527596,0.718280409,0.748457638,1134.154389,0.999183905,0.717694223,0.747846825
529,5969,216.02855,972,4373.4219,3.0852931,5,54.085983,0.87938607,1.03703673,1878.296887,0.998736601,0.878275054,1.035726539
530,0,180.95532,972,5221.0898,2.0081482,2,205.56401,0.736668374,0,125.4286699,0.99055332,0.729709304,0
531,9342,217.69392,972,4339.9648,3.1224904,5,17.625692,0.886162197,1.09145673,1990.264422,0.999770951,0.885959223,1.091206732
532,27,175.29883,972,5389.5625,5.7710695,6,112.38464,0.713649349,0.387791387,590.2830193,0.996191503,0.710931418,0.386314485
533,0,152.52771,972,6194.1797,2.0641494,3,45.526207,0.620976998,0,105.7241521,0.999026591,0.620372533,0
534,12445,218.07472,972,4332.3867,3.8156049,5,92.450455,0.887711534,1.125927536,2056.277763,0.99716207,0.885192271,1.122732233
535,6328,181.79657,972,5196.9297,3.9780807,5,239.00879,0.740091767,1.02296493,1591.27547,0.98815116,0.731322538,1.010843982
536,2726,181.89856,972,5194.0156,4.4063578,4,82.546852,0.740506835,0.924626635,1439.058447,0.997607714,0.738735331,0.922414664
537,4284,208.26581,972,4536.4336,3.5599096,4,87.391754,0.847800234,0.993149896,1741.749707,0.997392871,0.845589909,0.990560626
538,27434,218.6834,972,4320.3281,3.008909,6,285.00851,0.890188107,1.220716968,2234.859345,0.984563934,0.876447104,1.2018739
539,74512,218.58852,972,4322.2031,3.2166665,5,213.47972,0.889802116,1.339995416,2452.288277,0.990001253,0.88090521,1.326597141
540,3130,185.98138,972,5079.9922,3.0951517,4,64.316147,0.757121404,0.943219214,1497.043552,0.998358476,0.755878571,0.941670897
541,3172,155.78535,972,6064.6523,2.793566,4,55.657543,0.634235304,0.925575185,1256.058004,0.998680677,0.633398543,0.924354052
542,0,175.78973,972,5374.5117,1.0999808,2,77.990677,0.715647111,0,121.8481557,0.997804055,0.71407559,0
543,0,151.6608,972,6229.5859,1.2101525,2,58.778965,0.617448773,0,105.1232559,0.998567235,0.616564114,0
544,0,119.82458,972,7884.7266,0.60429871,1,71.160706,0.487868448,0,83.05606979,0.998087678,0.486935486,0
545,1588,129.46819,972,7297.4219,1.0043705,2,49.276241,0.52712189,0.828588036,954.3733767,0.998902649,0.526543452,0.827678784
546,3172,136.69275,972,6911.7344,2.3171523,3,53.118988,0.556527753,0.911894476,1102.119183,0.998770608,0.555843562,0.910773401
547,6328,153.64235,972,6149.2422,2.8648438,4,88.159363,0.625513505,1.003246652,1344.840019,0.997358271,0.623861067,1.000596345
548,29488,182.7554,972,5169.6641,2.3709798,4,163.42078,0.743993615,1.203555177,1880.883214,0.993309521,0.739015941,1.195502816
549,27972,174.85754,972,5403.1641,1.0290639,3,49.151684,0.711853516,1.191232522,1790.371735,0.998906845,0.711075349,1.18993032
550,5251,185.99969,972,5079.4922,1.9282447,4,354.91107,0.757195902,1.003844496,1593.376504,0.978540057,0.740946521,0.98230205
551,272,158.02254,972,5978.793,2.9455931,3,102.65057,0.643340284,0.645028174,887.0007607,0.9966773,0.641202657,0.642884938
552,1238,178.74475,972,5285.6602,2.9617884,4,228.11346,0.727672529,0.830723652,1273.17502,0.988953524,0.719634312,0.821547083
553,1244,159.34869,972,5929.0352,3.991044,5,205.82394,0.64873752,0.82030274,1135.788654,0.990535359,0.642597452,0.812538869
554,3664,186.6358,972,5062.1797,3.1157186,5,157.37146,0.759784466,0.96206849,1531.693215,0.993678541,0.754981519,0.955986813
555,0,152.15559,972,6209.3281,2.0042315,2,31.858765,0.619462538,0,105.4662182,0.999433761,0.619111774,0
556,6022,186.00627,972,5079.3125,2.0088642,4,273.668,0.75722268,1.019900237,1618.90683,0.985477413,0.746225848,1.005088647
557,9456,216.21144,972,4369.7227,2.983562,4,92.328178,0.880130176,1.092014358,1979.332756,0.997167726,0.877637405,1.088921474
558,1172,185.28526,972,5099.0781,4.1015005,5,351.63278,0.754288602,0.827806732,1309.628087,0.978837075,0.738325649,0.81028792
559,13736,216.66544,972,4360.5664,3.1170969,5,90.345596,0.881977422,1.136832963,2064.371195,0.997258895,0.87955983,1.133716785
560,620,214.60893,972,4402.3516,4.0209236,5,100.26667,0.873609879,0.766494646,1380.56639,0.996792867,0.870808096,0.764036395
561,2176,179.09377,972,5275.3594,4.0082512,5,273.36417,0.729092862,0.896671421,1376.543784,0.985501631,0.718522204,0.883671147
562,3631,180.67834,972,5229.0938,2.5033722,4,314.5462,0.735541211,0.957369316,1481.167431,0.982099234,0.72237446,0.940231672
563,3106,168.44084,972,5608.9961,0.92423272,2,18.334511,0.685740107,0.931510251,1354.55655,0.999756633,0.685573221,0.931283552
564,2647,157.93864,972,5981.9688,1.5526175,3,77.442024,0.642998852,0.906238256,1244.862488,0.997827318,0.64160182,0.904269289
565,17769,220.30139,972,4288.5977,4.0903101,6,91.570267,0.896771344,1.169868743,2155.720301,0.997202696,0.894262802,1.166596264
566,3691,188.68793,972,5007.125,2.2137518,4,125.57986,0.768135167,0.964164244,1549.919341,0.995498643,0.764677516,0.959824197
567,3538,190.5195,972,4958.9883,2.0232894,4,150.01868,0.775588418,0.960284403,1556.902874,0.994117575,0.771026077,0.954635602
568,1576,214.7715,972,4399.0195,4.1049385,6,103.35445,0.874271306,0.877644662,1581.558749,0.996642917,0.871336305,0.874698336
569,26024,221.19432,972,4271.2852,4.150003,6,97.400238,0.900404463,1.216071808,2248.849764,0.996930008,0.897640229,1.212338478
570,3230,186.30659,972,5071.125,4.0267878,6,288.6813,0.758444759,0.94709714,1505.516804,0.98426413,0.746509971,0.932193743
571,2830,214.97231,972,4394.9102,3.9266353,6,81.885857,0.87508839,0.947490104,1708.758667,0.997636545,0.873020158,0.945250753
572,242514,269.59616,972,3504.4414,3.1210718,5,223.10002,1.097319085,1.51897127,3342.67506,0.989316382,1.085595747,1.502743161
573,2168,185.88647,972,5082.5859,3.0585928,5,157.23929,0.756735188,0.900149111,1428.069543,0.993686526,0.75195756,0.894466043
574,4121,217.54082,972,4343.0195,4.1492929,6,101.28352,0.885539194,0.993682489,1810.882952,0.996743739,0.882655647,0.9904468
575,3572,214.99467,972,4394.4531,3.9698367,5,84.793961,0.875179373,0.975250283,1758.966143,0.997508834,0.872999156,0.972820772
576,206824,269.46701,972,3506.1211,2.0111594,4,84.794571,1.096793685,1.499380993,3298.177345,0.997508807,1.09406136,1.495645746
577,43247,216.22246,972,4369.5,3.9968562,5,99.690041,0.880175013,1.273361732,2308.116249,0.996820615,0.877376598,1.269313226
578,0,157.36319,972,6003.8438,1.9989641,2,109.9659,0.640656866,0,109.0758515,0.996314269,0.638295577,0
579,3791,186.57088,972,5063.9414,2.0529306,4,78.494789,0.759520248,0.966022622,1537.514305,0.997782608,0.757836094,0.963880571
580,78664,219.36627,972,4306.8789,2.1309013,4,112.49664,0.892966629,1.347043225,2472.908574,0.996185786,0.889560664,1.341905314
581,4215,186.51721,972,5065.3984,2.0087099,4,91.433876,0.759301867,0.978414863,1556.836631,0.997208974,0.757182636,0.975684081
582,85,160.92986,972,5870.7812,3.9645629,4,81.304947,0.655172556,0.513276907,718.6979683,0.997661786,0.653640622,0.512076755
583,5616,186.52081,972,5065.3008,2.9565489,5,53.054974,0.759316492,1.012049582,1610.370501,0.998772848,0.758384695,1.010807643
584,6824,186.49507,972,5066,3.9821308,5,60.494312,0.759211734,1.034867226,1646.470631,0.998503579,0.758075633,1.033318629
585,0,158.4369,972,5963.1562,2.0088537,3,98.317719,0.645026708,0,109.8200905,0.99688633,0.643018308,0
586,1574,210.7164,972,4483.6758,2.6331549,3,43.245876,0.857771546,0.875505611,1551.430106,0.999099501,0.856999124,0.87471722
587,1040,188.24031,972,5019.0312,0.87169385,2,33.184483,0.766313714,0.815333438,1308.062567,0.999397544,0.765852044,0.814842236
588,903,185.41594,972,5095.4844,1.2159722,3,184.48694,0.754820371,0.797360863,1262.299657,0.991971276,0.748760127,0.790959072
589,84800,220.52917,972,4284.168,2.8227594,5,131.41132,0.897698146,1.356874896,2502.58143,0.995180358,0.893371562,1.350335245
590,2082,207.79272,972,4546.7617,2.4090197,3,56.225086,0.845875278,0.907244277,1587.961193,0.998660283,0.844742045,0.906028827
591,1598,192.28835,972,4913.3711,1.4228094,3,52.521118,0.782786282,0.867864803,1418.657087,0.998791478,0.781840268,0.86681597
592,271073,269.99222,972,3499.3008,2.5321653,5,282.5925,1.098930166,1.532885462,3377.643391,0.984760098,1.082182577,1.509524437
593,292,187.03212,972,5051.4531,4.017396,5,307.62778,0.761397205,0.666059569,1063.011973,0.982687386,0.748215429,0.654528336
594,1236,190.47374,972,4960.1797,2.0446403,4,100.67825,0.775402202,0.836734447,1356.411588,0.996773012,0.772899989,0.834034315
595,18,180.0836,972,5246.3633,4.0195165,5,295.49326,0.733120946,0.343741115,539.4822525,0.983703018,0.721173287,0.338139172
596,708,190.44885,972,4960.8281,2.0028081,4,102.25285,0.775300895,0.771316989,1250.347163,0.996696675,0.772739824,0.768769079
597,33,180.17389,972,5243.7344,4.0011883,5,280.63177,0.73348835,0.411700157,640.5808905,0.98491868,0.722426377,0.405491175
598,150,190.41031,972,4961.832,2.006304,3,103.30743,0.775144096,0.589565264,956.5986474,0.996645218,0.772543656,0.587587401
599,212,181.67859,972,5200.3047,2.928968,4,267.46939,0.739611632,0.626535156,974.8829564,0.985968806,0.729233997,0.617744119
600,0,143.87212,972,6566.832,1.1043127,2,51.102104,0.58574874,0,99.72455434,0.998840534,0.585069584,0
601,1432,215.61124,972,4381.8867,4.0032687,6,100.1062,0.877688073,0.866634339,1567.110578,0.996800597,0.874879995,0.863861627
602,0,-1,1,-1,0,0,118.78319,1,0,-0.693147181,0.995860344,0.995860344,0
603,0,8.4301071,7,5.8125,0.42325163,2,42.330563,1.322292753,0,5.843304968,0.999128231,1.321140018,0
604,0,3.9847522,7,12.296875,1.7170658,2,37.147869,0.722564346,0,2.762019753,0.999284909,0.722047647,0
605,16,8.2472057,7,5.9414062,2.3427825,3,64.096992,1.300829081,1.293295552,23.83749044,0.998366917,1.29870472,1.291183493
606,18,8.6749659,7,5.6484375,0.75966752,2,62.193932,1.35065654,1.364822514,25.98787532,0.998439603,1.348548979,1.362692849
607,16,8.0204601,7,6.109375,0.92453647,2,146.69713,1.273885118,1.282400798,23.18211136,0.994312424,1.2666398,1.275107046
608,10,6.5401459,7,7.4921875,0.87864029,2,32.36729,1.088306792,1.020107087,16.25165204,0.999419958,1.087675528,1.019515381
609,0,5.1137381,7,9.5820312,0.41776142,1,51.354107,0.891934407,0,3.544573146,0.998831872,0.890892513,0
610,0,204.29504,972,4624.6055,1.9992783,3,30.366533,0.831643214,0,141.606531,0.999473621,0.831205455,0
611,0,204.46292,972,4620.8086,0.99862111,2,43.154816,0.832326276,0,141.7228965,0.999102373,0.831579158,0
612,1562,169.86455,972,5561.9844,3.9954674,5,220.16048,0.691534122,0.852753896,1249.354092,0.989527251,0.684291859,0.843823219
613,4651,205.29333,972,4602.1172,2.0272787,4,94.13578,0.835705283,1.001200854,1733.757078,0.99708374,0.833268149,0.998281093
614,1554,169.97641,972,5558.3242,3.9993525,5,220.63074,0.691989339,0.852223903,1249.305146,0.989493611,0.68471903,0.843270107
615,9266,205.29385,972,4602.1055,2.0057638,4,93.177658,0.835707407,1.082904645,1875.220312,0.997128359,0.833307555,1.079794932
616,1549,169.86301,972,5562.0352,4.000062,5,221.21698,0.691527808,0.851784549,1247.924959,0.989451624,0.684233313,0.842799605
617,13854,205.45937,972,4598.3984,3.0013714,4,94.497147,0.836380838,1.130693718,1959.357864,0.997066852,0.833927609,1.127377227
618,4641,204.79462,972,4613.3242,3.9884105,5,93.934662,0.833676011,1.00065738,1729.10473,0.997093125,0.831252619,0.997748594
619,30599,258.83469,972,3650.1445,1.8902869,4,163.81139,1.053541301,1.259090904,2673.448632,0.993285454,1.046467249,1.25063668
620,7703,257.25415,972,3672.5703,2.1350915,4,58.053932,1.047111568,1.090143694,2302.328107,0.998593862,1.045639185,1.088610801
621,0,131.20256,972,7200.957,0.76195651,2,4.31427,0.534181319,0,90.94268455,0.999975499,0.534168231,0
622,9,116.52076,972,8108.2891,3.6256762,4,27.272322,0.474420211,0.255814021,279.4045796,0.999553115,0.4742082,0.255699701
623,1580,132.46916,972,7132.1055,3.2658029,4,35.612541,0.539336721,0.830158182,975.826801,0.999329303,0.538974989,0.829601397
624,5351,134.87506,972,7004.8828,3.2636158,4,29.787243,0.54912936,0.969557123,1157.958017,0.999488832,0.548848663,0.969061517
625,10075,138.78336,972,6807.6172,2.3017368,4,63.970493,0.565036911,1.044376054,1279.306522,0.998371783,0.564116908,1.042675583
626,0,198.55785,972,4758.2305,0.081830971,1,155.97882,0.808298058,0,137.6298139,0.993762502,0.8032563,0
627,1567,201.77133,972,4682.4492,0.14356613,2,658.48022,0.821374062,0.870488316,1484.67254,0.945720245,0.776790079,0.823238423
628,3130,204.24536,972,4625.7305,2.0942485,4,270.77454,0.831441042,0.953681464,1644.058127,0.985707493,0.819557665,0.940050965
629,0,207.89131,972,4544.6055,1.0082383,2,185.88297,0.846276429,0,144.0992754,0.991879753,0.839404455,0
630,1567,144.55365,972,6535.8711,1.7860779,3,61.321602,0.588522626,0.837463958,1063.653764,0.99847255,0.587623687,0.836184774
631,0,137.6129,972,6865.5195,0.34187952,1,49.889835,0.5602729,0,95.38599364,0.998881902,0.55964646,0
632,2,7.1775699,6,5.015625,3.8918128,4,38.848492,1.223813201,0.527825555,9.950224679,0.999234641,1.222876544,0.527421579
633,0,111.95688,972,8438.8203,1.0844866,2,70.531998,0.455842552,0,77.60259572,0.998113123,0.454982433,0
634,0,9.5305071,6,3.7773438,0.89747167,2,98.816605,1.486117978,0,6.606044126,0.996862493,1.481455273,0
635,0,113.53722,972,8321.3594,0.96670604,2,45.957561,0.462275493,0,78.69800393,0.999012588,0.461819036,0
636,3172,127.04486,972,7436.6172,2.8054402,4,215.27052,0.517258109,0.904410259,1024.330678,0.989874914,0.512020826,0.895253027
637,41,137.24821,972,6883.7617,3.3965039,3,590.31378,0.558788589,0.422939792,516.2179833,0.953932185,0.53304642,0.40345588
